Val-d'Oise;Domont;95331;Lycée polyvalent George Sand;Public;304 avenue du chef Vairaatoa
Val-d'Oise;Margency;95580;Lycée général et technologique privé Notre Dame de Bury;Privé;
Charente;Angoulême;16016;Lycée général Guez de Balzac;Public;1 rue JEAN LURCAT
Dordogne;Périgueux;24001;Lycée général et technologique Jay de Beaufort;Public;23 RUE DES ALOUETTES
Gironde;Bazas;33430;Lycée professionnel Anatole de Monzie;Public;50  MONTÉE REINE VICTORIA
Gironde;Blanquefort;33290;Lycée agricole LEGTPA;;
Gironde;Bordeaux;33075;Lycée général Michel Montaigne;Public;244 avenue de la Libération
Gironde;Bordeaux;33015;Lycée général et technologique François Mauriac;Public;307 avenue DU MONT CENIS
Gironde;Bordeaux;33023;Lycée général François Magendie;Public;2 avenue DU RHONE
Gironde;Bordeaux;33029;Lycée général Montesquieu;Public;1 place DE L. DE TASSIGNY
Gironde;Bordeaux;33074;Lycée général et technologique Camille Jullian;Public;2 A avenue de Verdun
Gironde;Cenon;33150;Lycée la morlette;public;
Gironde;Mérignac;33698;Lycée général et technologique Fernand Daguin;Public;18 RUE BIENHEUREUX PIERRE FAVRE
Gironde;Talence;33402;Lycée polyvalent Alfred Kastler;Public;5 rue DE LONGVIC
Lot-et-Garonne;Aiguillon;47190;Lycée général Stendhal;Public;8 boulevard Diderot
Pyrénées-Atlantiques;Bayonne;64100;Lycée général et technologique privé Largenté;Privé;31 place Barberousse
Pyrénées-Atlantiques;Bayonne;64100;Lycée général René Cassin;Public;9 avenue Rockefeller
Pyrénées-Atlantiques;Pau;64000;Lycée général et technologique privé Saint Dominique;Privé;16 place du 11ème chasseurs
Deux-Sèvres;Niort;79012;Lycée général et technologique Venise Verte;Public;Avenue Charles de Gaulle
Pyrénées-Atlantiques;Pau;64051;Lycée professionnel privé Immaculée-Conception Beau Frêne - Lycée des métiers de la maintenance et de l'industrie;Privé;1 rue du Dr Jean Georges Girard
Vienne;Châtellerault;86106;Lycée général et technologique Marcelin Berthelot;Public;2  CHEMIN DE VELOURS
Vienne;Loudun;86206;Lycée général et technologique Guy Chauvet;Public;42  RUE D ESPAGNE
Vienne;Poitiers;86001;Lycée polyvalent Nelson Mandela;Public;6 avenue CARMEL LASPORTES
Vienne;Poitiers;86034;Lycée général et technologique du Bois d'Amour;Public;Château OIHENARTIA
Vienne;Poitiers;86034;Lycée général et technologique Victor Hugo;Public;1 route DES MISSIONNAIRES
Haute-Vienne;Limoges;87000;Lycée polyvalent Suzanne Valadon;Public;7 rue de Poitou
Haute-Vienne;Limoges;87000;Lycée général et technologique Raoul Dautry;Public;69 rue de Turbigo
Aude;Carcassonne;11802;Lycée général et technologique Paul Sabatier;Public;66 rue Fernand Bodet
Aude;Narbonne;11108;Lycée Louise Michel;Public;2 avenue de Franche Comté
Aveyron;Rodez;12000;Lycée général Ferdinand Foch;Public;7 rue DES ARCHIVES
Gard;Nîmes;30911;Lycée général et technologique Albert Camus;Public;10 rue Gustave Eiffel
Haute-Garonne;Foix;31000;Lycée Gabriel Fauré;Public;
Haute-Garonne;Fonsorbes;31470;lycée général Clémence Royer;Public;128 rue HENRI CHAMPION
Haute-Garonne;Labège;31671;Lycée général et technologique Pierre-Paul Riquet;Public;1 rue MONTESQUIEU
Haute-Garonne;Muret;31605;Lycée polyvalent Pierre d'Aragon;Public;
Haute-Garonne;Toulouse;31070;Lycée général et technologique Ozenne;Public;40 rue Victor Hugo
